numeric_area_code,composite_area_code,Local Authority,PM2.5 2012 (total),PM2.5 2012 (non-anthropogenic),PM2.5 2012 (anthropogenic),PM2.5 2013 (total),PM2.5 2013 (non-anthropogenic),PM2.5 2013 (anthropogenic),PM2.5 2014 (total),PM2.5 2014 (non-anthropogenic),PM2.5 2014 (anthropogenic),PM2.5 2015 (total),PM2.5 2015 (non-anthropogenic),PM2.5 2015 (anthropogenic),PM2.5 2016 (total),PM2.5 2016 (non-anthropogenic),PM2.5 2016 (anthropogenic),PM2.5 2017 (total),PM2.5 2017 (non-anthropogenic),PM2.5 2017 (anthropogenic),PM2.5 2018 (total),PM2.5 2018 (non-anthropogenic),PM2.5 2018 (anthropogenic),PM2.5 2019 (total),PM2.5 2019 (non-anthropogenic),PM2.5 2019 (anthropogenic),PM2.5 2020 (total),PM2.5 2020 (non-anthropogenic),PM2.5 2020 (anthropogenic),PM2.5 2021 (total),PM2.5 2021 (non-anthropogenic),PM2.5 2021 (anthropogenic),PM2.5 2022 (total),PM2.5 2022 (non-anthropogenic),PM2.5 2022 (anthropogenic),PM2.5 2023 (total),PM2.5 2023 (non-anthropogenic),PM2.5 2023 (anthropogenic)
167,E07000091,New Forest,9.7844,2.2044,7.58,10.3391,2.2137,8.1254,9.7513,2.2171,7.5342,8.3694,1.3177,7.0517,10.0273,0.5647,9.4625,9.0588,0.5304,8.5284,9.1675,0.4769,8.6906,7.739,0.5616,7.1775,7.2846,0.7724,6.5122,6.7703,0.4932,6.277,6.9704,0.5214,6.4491,5.8382,0.5768,5.2613
168,E07000175,Newark and Sherwood,11.3414,2.0545,9.287,12.8493,2.1538,10.6955,12.6825,2.1053,10.5772,10.4907,1.0371,9.4536,9.733,0.5303,9.2027,9.1002,0.4437,8.6565,8.9479,0.424,8.5239,9.8233,0.5051,9.3182,6.3986,0.5087,5.8899,7.0874,0.3996,6.6878,7.5284,0.4251,7.1033,7.3975,0.5562,6.8414
169,E08000021,Newcastle upon Tyne,9.3217,1.8827,7.4389,9.4686,2.0046,7.464,9.6506,1.9343,7.7164,7.0617,0.9096,6.1521,6.6453,0.3889,6.2564,6.8064,0.3915,6.4149,6.9836,0.3095,6.674,6.4651,0.3226,6.1424,5.5627,0.4671,5.0956,7.2094,0.3326,6.8768,7.9726,0.3577,7.6149,6.6315,0.4323,6.1992
170,E07000195,Newcastle-under-Lyme,10.1972,2.0879,8.1093,10.668,2.0937,8.5743,10.3764,2.0563,8.3201,8.3877,1.0917,7.2961,8.863,0.4975,8.3655,7.6719,0.3903,7.2816,7.6252,0.3419,7.2833,9.0977,0.5071,8.5905,6.2691,0.5517,5.7174,6.68,0.4478,6.2321,6.7712,0.4128,6.3584,6.5726,0.5551,6.0175
172,E07000043,North Devon,7.9744,2.3006,5.6738,8.7444,2.3488,6.3957,8.3177,2.3372,5.9805,7.6349,1.3452,6.2897,7.7253,0.9032,6.8221,6.8793,0.6753,6.204,6.5491,0.6144,5.9347,6.7633,0.6926,6.0706,5.8829,0.8206,5.0623,6.0019,0.6986,5.3033,4.3017,0.5704,3.7314,4.9402,0.753,4.1871
173,,North Dorset,9.7637,2.1659,7.5978,10.3457,2.192,8.1537,9.8393,2.2097,7.6296,8.4111,1.2801,7.1311,9.3824,0.6286,8.7538,8.7478,0.5326,8.2152,8.4336,0.4794,7.9542,,,,,,,,,,,,,,,
174,E07000038,North East Derbyshire,10.4285,2.0582,8.3702,12.9891,2.1105,10.8786,12.6636,2.0577,10.6058,9.1108,1.0535,8.0573,8.9805,0.4972,8.4833,7.5373,0.374,7.1633,7.4403,0.3282,7.1121,9.3521,0.497,8.8551,6.231,0.523,5.708,6.7484,0.4073,6.3411,7.083,0.3437,6.7393,7.114,0.5506,6.5634
175,E06000012,North East Lincolnshire,10.7662,2.0135,8.7527,11.741,2.1955,9.5454,11.6695,2.1545,9.515,11.0762,1.0288,10.0475,9.0691,0.5138,8.5553,8.3231,0.4203,7.9028,9.2382,0.457,8.7812,9.1951,0.4782,8.7169,6.2893,0.5024,5.7869,7.429,0.419,7.01,7.0623,0.3808,6.6816,7.2979,0.53,6.7679
176,E07000099,North Hertfordshire,11.5705,2.1356,9.4349,11.6855,2.0853,9.6002,11.1764,2.0436,9.1328,9.3295,1.0691,8.2604,10.0025,0.5495,9.453,10.4422,0.5493,9.8929,10.0752,0.4761,9.5991,10.3998,0.5839,9.8159,7.5624,0.6234,6.939,7.6094,0.4705,7.1389,8.6813,0.6047,8.0766,7.1482,0.562,6.5862
177,E07000139,North Kesteven,11.4484,2.0422,9.4062,12.5363,2.1821,10.3543,12.4572,2.133,10.3242,10.5247,1.0487,9.4759,9.2638,0.5244,8.7394,8.8857,0.4444,8.4413,9.2036,0.46,8.7436,9.6674,0.5052,9.1622,6.1576,0.5092,5.6485,6.7491,0.4081,6.341,6.381,0.4017,5.9793,7.1787,0.559,6.6197
178,E06000013,North Lincolnshire,11.4634,2.0156,9.4478,12.1361,2.1816,9.9545,12.1225,2.1347,9.9878,9.5211,1.0331,8.488,8.7495,0.5134,8.2362,7.9973,0.406,7.5914,9.0144,0.4524,8.5619,9.0199,0.4717,8.5481,5.9801,0.5018,5.4783,6.4155,0.421,5.9946,5.7369,0.3688,5.3681,6.9702,0.5173,6.4529
179,E07000147,North Norfolk,10.0719,2.0349,8.0369,11.4145,2.1563,9.2582,11.3854,2.134,9.2514,9.284,1.0521,8.2319,9.5093,0.5364,8.9729,8.6552,0.5165,8.1387,9.0466,0.4815,8.5652,9.3046,0.519,8.7857,7.0237,0.5505,6.4733,5.9433,0.4231,5.5202,6.5687,0.454,6.1146,6.6625,0.6121,6.0504
181,E06000024,North Somerset,9.3216,2.1238,7.1979,9.9804,2.1759,7.8045,9.652,2.2055,7.4465,8.2373,1.222,7.0153,9.0416,0.606,8.4357,8.0699,0.5251,7.5448,8.1768,0.5396,7.6372,7.9486,0.5799,7.3687,6.807,0.7168,6.0902,6.7242,0.5443,6.1799,6.4557,0.5344,5.9212,5.4419,0.5669,4.8749
182,E08000022,North Tyneside,9.3642,1.8908,7.4734,9.3968,2.0118,7.385,9.5538,1.9467,7.6071,7.0825,0.9068,6.1757,6.7775,0.3981,6.3794,6.9213,0.398,6.5232,6.9409,0.3177,6.6232,6.5166,0.3339,6.1828,5.5945,0.4676,5.1269,7.1386,0.3314,6.8072,8.2621,0.3639,7.8982,6.6675,0.4328,6.2348
183,E07000218,North Warwickshire,11.3435,2.0646,9.2789,12.3714,2.0973,10.2741,11.9748,2.0661,9.9088,9.6331,1.0386,8.5945,10.3429,0.5404,9.8026,9.5918,0.4663,9.1256,9.0412,0.4219,8.6193,9.9909,0.5253,9.4656,6.9152,0.5191,6.3962,6.9862,0.4071,6.5791,7.651,0.4757,7.1753,7.1647,0.5501,6.6146
184,E07000134,North West Leicestershire,11.0465,2.0737,8.9728,12.7946,2.108,10.6867,12.5218,2.0703,10.4515,11.2835,1.0119,10.2716,10.578,0.5608,10.0173,9.6833,0.4742,9.2091,8.6346,0.4088,8.2257,9.8426,0.5141,9.3286,6.9316,0.5072,6.4244,7.5666,0.388,7.1785,8.768,0.5029,8.2651,7.5393,0.5629,6.9765
186,,Northampton,12.0877,2.0904,9.9973,12.3027,2.0947,10.208,11.9819,2.0527,9.9292,10.9311,1.0474,9.8837,10.6581,0.5428,10.1153,10.3001,0.4978,9.8023,10.4061,0.4606,9.9456,10.5304,0.5519,9.9785,7.8043,0.5841,7.2202,,,,,,,,,
187,E07000148,Norwich,10.9171,2.0457,8.8714,11.8109,2.1474,9.6635,11.6614,2.1306,9.5308,11.5105,1.0586,10.4519,10.6086,0.5367,10.0719,9.7832,0.5339,9.2493,10.3557,0.4958,9.8599,10.2004,0.5198,9.6806,8.242,0.5541,7.6879,7.2829,0.4233,6.8596,8.2638,0.4664,7.7973,7.5359,0.6169,6.919
188,E06000018,Nottingham,12.2549,2.0706,10.1843,12.6927,2.1278,10.5649,12.5587,2.0831,10.4756,10.3891,1.0141,9.3751,11.3533,0.558,10.7953,10.3701,0.4704,9.8997,9.5331,0.3966,9.1365,10.5598,0.5128,10.047,7.6784,0.5073,7.1711,7.9565,0.3873,7.5692,9.0982,0.4922,8.606,8.1492,0.5621,7.5871
189,E07000219,Nuneaton and Bedworth,11.2348,2.0669,9.1679,11.8651,2.0982,9.7669,11.5726,2.0658,9.5068,9.6015,1.0348,8.5667,10.5872,0.5422,10.0451,9.8553,0.4717,9.3836,9.5475,0.4255,9.122,10.163,0.5262,9.6368,7.3391,0.5204,6.8187,7.2265,0.4083,6.8181,7.7294,0.4808,7.2486,7.2745,0.5488,6.7257
190,E07000135,Oadby and Wigston,11.3795,2.0751,9.3045,11.6405,2.1088,9.5317,11.3366,2.0679,9.2687,9.7389,1.0167,8.7222,10.6282,0.5545,10.0737,9.7744,0.4743,9.3001,9.4226,0.4363,8.9864,9.9271,0.5209,9.4062,7.1472,0.5162,6.631,8.2722,0.3968,7.8754,9.5395,0.4929,9.0466,7.9558,0.5603,7.3955
191,E08000004,Oldham,10.805,2.0592,8.7457,10.8358,2.0679,8.7679,10.5511,2.0101,8.541,8.3677,1.0742,7.2935,9.1734,0.4693,8.7041,7.9156,0.3359,7.5797,8.2753,0.3011,7.9742,9.299,0.4492,8.8497,7.4255,0.5397,6.8858,7.4499,0.4418,7.008,7.9065,0.2978,7.6087,7.4555,0.5465,6.909
193,E07000178,Oxford,11.7389,2.1005,9.6384,12.0498,2.1174,9.9325,11.5877,2.1039,9.4838,9.7753,1.1269,8.6484,11.2554,0.5407,10.7147,10.8212,0.5413,10.2799,10.8641,0.4759,10.3882,10.308,0.5658,9.7422,8.3788,0.6672,7.7116,7.6912,0.4646,7.2267,8.4174,0.5515,7.8659,6.9386,0.5536,6.385
194,E07000122,Pendle,8.9771,2.0193,6.9578,9.6003,2.051,7.5492,9.243,1.9875,7.2555,7.4499,1.0322,6.4177,8.5809,0.4494,8.1315,7.5029,0.3576,7.1453,7.9208,0.315,7.6058,7.851,0.3946,7.4564,6.494,0.538,5.956,5.8871,0.4272,5.4599,6.5066,0.346,6.1606,6.1636,0.5046,5.659
196,E06000031,Peterborough,11.5151,2.0687,9.4464,11.9751,2.1194,9.8557,11.8079,2.0643,9.7436,9.5505,1.0327,8.5177,10.2864,0.5359,9.7505,9.8026,0.4817,9.321,10.1494,0.4767,9.6727,10.234,0.5276,9.7063,7.5513,0.5421,7.0092,7.0022,0.4232,6.5791,7.7691,0.4704,7.2987,7.4608,0.5897,6.871
197,E06000026,Plymouth,9.3504,2.4246,6.9258,9.87,2.4498,7.4202,9.3082,2.288,7.0202,11.0064,1.5022,9.5041,9.1283,1.0201,8.1082,8.2137,0.8117,7.402,7.6226,0.5639,7.0588,7.6642,0.8936,6.7706,6.8532,0.8658,5.9874,6.8378,0.8047,6.033,4.5422,0.4981,4.0441,5.7621,0.8856,4.8765
198,E06000044,Portsmouth,11.6117,2.2372,9.3745,11.7982,2.23,9.5682,11.2175,2.2297,8.9878,11.7994,1.3471,10.4523,13.1098,0.5457,12.5642,11.7859,0.5723,11.2136,12.4224,0.4905,11.9319,10.5412,0.5615,9.9797,9.2457,0.7526,8.4931,8.2864,0.4819,7.8044,8.29,0.5185,7.7715,6.9555,0.5916,6.3639
199,E07000123,Preston,9.4689,2.0643,7.4047,9.7908,2.0751,7.7157,9.6999,2.0171,7.6828,7.6931,1.0695,6.6237,8.4228,0.4445,7.9783,7.5756,0.3578,7.2178,8.0007,0.3167,7.6839,7.8276,0.3989,7.4287,6.5572,0.5655,5.9916,6.3025,0.4499,5.8527,6.5044,0.4,6.1044,6.1509,0.5611,5.5898
200,,Purbeck,8.8963,2.2057,6.6906,9.5595,2.2233,7.3362,8.9563,2.2251,6.7312,7.491,1.3298,6.1612,8.6804,0.6988,7.9816,8.2932,0.5611,7.7321,7.9086,0.4948,7.4138,,,,,,,,,,,,,,,
201,E06000038,Reading,12.2079,2.1521,10.0559,12.2654,2.147,10.1184,11.8593,2.1423,9.717,9.1641,1.1921,7.972,11.7109,0.5459,11.165,11.0973,0.5474,10.5499,11.6694,0.4814,11.188,10.5436,0.5666,9.977,9.1025,0.7088,8.3937,7.9509,0.4753,7.4756,8.8429,0.5504,8.2925,7.1354,0.5702,6.5653
202,E06000003,Redcar and Cleveland,9.1585,1.9376,7.221,9.3673,2.0324,7.3349,9.4319,1.9789,7.453,6.9255,0.8672,6.0584,7.3299,0.4316,6.8983,7.3494,0.426,6.9234,7.389,0.3584,7.0306,7.6157,0.4322,7.1835,5.3537,0.469,4.8847,5.8741,0.3736,5.5006,6.5548,0.338,6.2169,5.6848,0.4443,5.2405
203,E07000236,Redditch,10.6202,2.0434,8.5769,10.8259,2.0917,8.7342,10.5385,2.0745,8.464,9.1184,1.0764,8.042,9.4885,0.5081,8.9804,8.4753,0.473,8.0023,8.6176,0.4416,8.176,9.1719,0.5465,8.6253,6.7775,0.5777,6.1998,7.0151,0.4551,6.5601,7.6667,0.4886,7.1782,6.1441,0.5009,5.6433
204,E07000211,Reigate and Banstead,11.3551,2.2208,9.1343,11.4736,2.1857,9.2879,10.8883,2.2087,8.6796,9.3113,1.2557,8.0556,11.0175,0.5576,10.46,10.6319,0.6734,9.9585,10.4995,0.5235,9.976,9.9443,0.5699,9.3743,8.2698,0.6545,7.6153,7.4296,0.4276,7.0019,7.75,0.5288,7.2213,7.0465,0.6262,6.4203
206,E07000124,Ribble Valley,8.3814,2.0351,6.3463,9.2204,2.0584,7.162,8.8817,1.996,6.8857,7.5718,1.0477,6.5241,7.052,0.4394,6.6126,6.407,0.3578,6.0492,6.5522,0.3135,6.2387,6.6422,0.3899,6.2523,5.5192,0.5487,4.9705,5.6784,0.4355,5.2429,6.5445,0.3676,6.177,5.9701,0.541,5.4291
207,E07000166,Richmondshire,8.2857,1.9233,6.3624,8.4977,2.0076,6.4901,8.5786,1.9394,6.6392,6.6301,0.9282,5.702,6.3548,0.3993,5.9554,6.2539,0.3835,5.8705,6.3532,0.3126,6.0407,6.095,0.3472,5.7478,4.9441,0.4809,4.4632,4.7084,0.3798,4.3285,5.1701,0.3269,4.8432,,,
209,E08000005,Rochdale,10.5395,2.0554,8.4841,10.5876,2.0664,8.5212,10.3379,2.0083,8.3296,8.0828,1.0684,7.0144,8.8728,0.4661,8.4068,7.6808,0.3419,7.3389,8.0288,0.3077,7.721,8.7108,0.4339,8.2769,6.9605,0.5408,6.4198,7.1294,0.4453,6.6842,7.665,0.3145,7.3505,7.1611,0.5457,6.6154
210,E07000075,Rochford,11.2571,2.1074,9.1497,11.9465,2.1415,9.8049,11.6887,2.2126,9.4761,10.3489,1.0999,9.249,10.7171,0.5652,10.1518,10.2763,0.6315,9.6448,10.0676,0.5091,9.5585,9.8862,0.563,9.3233,7.9357,0.6374,7.2982,7.4809,0.3878,7.0931,8.6,0.5361,8.0639,7.1006,0.6103,6.4904
211,E07000125,Rossendale,9.1598,2.0482,7.1116,9.4841,2.0634,7.4207,9.4001,2.0042,7.3959,7.3595,1.0595,6.3001,7.9855,0.4597,7.5258,6.8859,0.3497,6.5362,7.0187,0.3151,6.7036,7.4747,0.4178,7.057,6.0539,0.5431,5.5107,5.983,0.4488,5.5342,6.403,0.3378,6.0652,6.2525,0.5423,5.7102
212,E07000064,Rother,10.0299,2.2511,7.7788,10.562,2.2476,8.3145,9.9926,2.3082,7.6844,8.7364,1.3259,7.4105,10.2083,0.5651,9.6431,9.8833,0.8444,9.0389,9.3904,0.5813,8.809,8.7455,0.5675,8.1779,7.1938,0.6472,6.5466,6.0252,0.3898,5.6354,5.1188,0.4699,4.6489,6.1376,0.6966,5.441
213,E08000018,Rotherham,11.2545,2.0423,9.2122,11.9557,2.1143,9.8414,11.433,2.0581,9.3749,8.8646,1.0527,7.8119,8.7987,0.4853,8.3134,7.5985,0.3538,7.2447,7.9883,0.3327,7.6557,9.5921,0.4801,9.1121,6.6571,0.524,6.1331,7.0232,0.4195,6.6037,6.8973,0.314,6.5834,7.3984,0.5393,6.8591
214,E07000220,Rugby,10.801,2.0721,8.7289,11.2006,2.0972,9.1034,10.8711,2.0634,8.8077,9.1716,1.041,8.1306,10.0462,0.5384,9.5078,9.3439,0.4786,8.8653,9.3394,0.4426,8.8968,9.7191,0.5358,9.1833,6.9405,0.5343,6.4062,6.8662,0.4198,6.4464,7.5351,0.4919,7.0432,7.1031,0.5478,6.5553
215,E07000212,Runnymede,12.2808,2.1887,10.0921,12.3855,2.1526,10.2329,11.6857,2.1521,9.5335,9.8692,1.2073,8.6619,11.2321,0.551,10.6811,11.0828,0.5855,10.4973,11.1906,0.4926,10.698,10.6704,0.5736,10.0968,8.6603,0.6618,7.9985,8.1044,0.4584,7.646,8.9218,0.5615,8.3603,7.4776,0.5834,6.8942
216,E07000176,Rushcliffe,11.4087,2.0715,9.3373,11.9936,2.1302,9.8634,11.7537,2.0859,9.6678,10.269,1.0093,9.2597,10.682,0.5603,10.1217,9.7674,0.4732,9.2942,8.8271,0.4089,8.4182,9.9177,0.5127,9.405,6.8575,0.5068,6.3507,7.2408,0.3871,6.8537,8.3042,0.4982,7.806,7.5384,0.5625,6.9758
217,E07000092,Rushmoor,11.4291,2.1934,9.2358,11.6261,2.1713,9.4548,11.0023,2.1726,8.8297,9.607,1.2423,8.3647,11.3755,0.5491,10.8263,10.7469,0.5747,10.1722,10.9301,0.4906,10.4395,9.9182,0.5665,9.3517,8.6759,0.7064,7.9695,8.0998,0.4692,7.6307,9.0052,0.5406,8.4646,7.096,0.5857,6.5103
218,E06000017,Rutland,10.747,2.0715,8.6755,11.3365,2.1224,9.2141,11.1189,2.0729,9.046,9.6854,1.0223,8.6631,9.8658,0.5444,9.3214,9.2913,0.4732,8.8181,9.1201,0.454,8.6661,9.6144,0.5222,9.0922,6.6975,0.5261,6.1714,6.9085,0.4075,6.501,7.4976,0.4758,7.0219,6.9613,0.5679,6.3935
219,E07000167,Ryedale,9.4558,1.9781,7.4777,9.9243,2.0748,7.8495,9.9777,2.0248,7.953,7.9401,0.8861,7.054,7.1326,0.4428,6.6898,7.4359,0.4367,6.9992,7.4078,0.3704,7.0374,7.8667,0.4548,7.4119,5.2071,0.4711,4.7359,5.2246,0.3902,4.8344,5.4451,0.3502,5.0949,,,
220,E08000006,Salford,11.2227,2.0772,9.1455,11.379,2.0764,9.3025,11.1412,2.0242,9.117,8.7092,1.0853,7.6239,9.3296,0.4713,8.8583,8.2566,0.3454,7.9112,8.714,0.3123,8.4016,9.3858,0.4475,8.9383,7.3296,0.5471,6.7825,7.5891,0.4541,7.135,7.9143,0.3355,7.5788,7.2804,0.5565,6.7238
222,E08000028,Sandwell,12.6716,2.0526,10.619,12.9338,2.0925,10.8412,12.7549,2.0689,10.686,11.4762,1.0694,10.4068,11.637,0.5153,11.1217,10.5237,0.4615,10.0622,10.6441,0.4237,10.2204,11.2372,0.5387,10.6985,8.5998,0.5366,8.0632,8.666,0.4422,8.2238,9.0214,0.4852,8.5362,7.9327,0.5239,7.4087
223,E07000168,Scarborough,9.0948,1.9772,7.1176,9.7719,2.087,7.6849,10.019,2.0454,7.9736,9.0299,0.8795,8.1504,7.2903,0.4433,6.847,7.4616,0.4365,7.0251,7.4835,0.3717,7.1119,7.8384,0.4534,7.385,5.2875,0.472,4.8155,5.4245,0.3864,5.0381,5.845,0.3566,5.4884,,,
225,E07000188,Sedgemoor,9.2836,2.1485,7.1351,10.0144,2.1907,7.8237,9.7593,2.2255,7.5338,9.1078,1.2487,7.8591,9.3024,0.7193,8.5831,8.2918,0.5478,7.7441,8.1804,0.5387,7.6417,8.1348,0.6327,7.502,7.0379,0.7633,6.2746,7.1452,0.5974,6.5478,6.1415,0.5091,5.6324,,,
226,E08000014,Sefton,9.0508,2.1274,6.9234,9.3065,2.1121,7.1944,9.1035,2.0711,7.0324,9.0278,1.112,7.9158,8.1932,0.4619,7.7313,7.0517,0.3576,6.6941,7.8618,0.3451,7.5167,7.8361,0.4393,7.3969,6.6768,0.6144,6.0624,7.8702,0.5044,7.3659,8.9237,0.5306,8.3931,6.5789,0.5864,5.9925
227,E07000169,Selby,11.2396,2.0066,9.233,12.1805,2.1049,10.0757,11.8722,2.0495,9.8227,9.0564,0.9932,8.0632,8.3427,0.4746,7.8681,7.6584,0.3838,7.2746,8.2161,0.3721,7.844,8.5884,0.4426,8.1458,5.9976,0.505,5.4926,6.1405,0.4175,5.723,6.3225,0.3398,5.9828,,,
228,E07000111,Sevenoaks,11.376,2.1835,9.1925,11.7857,2.1743,9.6114,11.3222,2.2355,9.0867,9.8114,1.198,8.6133,11.0798,0.5663,10.5135,10.5457,0.6928,9.8529,10.3268,0.5293,9.7975,9.9174,0.5691,9.3484,7.99,0.6443,7.3457,6.8789,0.3875,6.4914,7.35,0.5239,6.8261,6.9416,0.6327,6.3089
229,E08000019,Sheffield,10.3678,2.0502,8.3175,10.8815,2.0989,8.7826,10.5757,2.0413,8.5344,8.2665,1.0622,7.2044,8.4585,0.4748,7.9837,7.0077,0.3374,6.6703,7.3962,0.3033,7.0929,9.3057,0.4823,8.8234,6.4951,0.5322,5.963,6.9696,0.4195,6.5501,6.9002,0.2858,6.6145,7.2258,0.5425,6.6833
230,,Shepway,10.303,2.1631,8.1398,11.1403,2.2163,8.924,10.8163,2.3082,8.5081,9.8959,1.2215,8.6744,10.5071,0.5663,9.9407,,,,,,,,,,,,,,,,,,,,,
232,E06000039,Slough,13.5233,2.1712,11.3521,13.4546,2.1324,11.3222,13.0795,2.1215,10.9581,9.9646,1.1725,8.7921,11.9032,0.5498,11.3534,11.9735,0.5652,11.4083,12.0684,0.4839,11.5845,11.6995,0.5781,11.1214,9.1542,0.6508,8.5034,8.4677,0.4652,8.0025,9.6339,0.582,9.0519,7.7436,0.5751,7.1685
233,E08000029,Solihull,11.637,2.055,9.582,12.0098,2.0931,9.9167,11.7192,2.0683,9.6509,9.5678,1.0576,8.5102,10.7601,0.5243,10.2357,9.9114,0.4676,9.4439,9.566,0.4293,9.1367,10.3374,0.5362,9.8012,7.6441,0.5416,7.1025,7.6552,0.4259,7.2293,8.0831,0.4776,7.6055,7.1978,0.5281,6.6696
235,,South Buckinghamshire,12.5558,2.1672,10.3887,12.42,2.1259,10.2941,11.9091,2.1113,9.7978,9.4626,1.1615,8.3011,,,,,,,,,,,,,,,,,,,,,,,,
236,E07000012,South Cambridgeshire,11.3925,2.0969,9.2956,11.7631,2.0978,9.6653,11.3771,2.0578,9.3193,9.5891,1.0521,8.537,10.0505,0.5438,9.5067,10.0606,0.5478,9.5128,9.9428,0.4927,9.4501,10.0478,0.5488,9.499,7.4214,0.5816,6.8398,6.8334,0.4401,6.3933,7.7326,0.5259,7.2068,7.0332,0.5961,6.4371
237,E07000039,South Derbyshire,10.7698,2.0725,8.6973,11.6217,2.1042,9.5175,11.2995,2.0661,9.2333,10.3436,1.0254,9.3182,10.4956,0.553,9.9427,9.4796,0.465,9.0146,8.4575,0.3911,8.0664,9.8692,0.515,9.3543,6.8664,0.51,6.3565,7.2425,0.3918,6.8507,8.1503,0.4857,7.6647,7.3695,0.5614,6.8081
238,E06000025,South Gloucestershire,10.9519,2.0944,8.8575,11.4822,2.1493,9.333,11.1105,2.1714,8.9391,9.4194,1.1934,8.2259,10.3208,0.5628,9.7579,9.4974,0.5128,8.9847,9.7531,0.5233,9.2298,9.2256,0.5739,8.6517,7.8563,0.7149,7.1414,7.6675,0.5237,7.1437,7.6383,0.5193,7.119,6.2819,0.5395,5.7424
239,E07000044,South Hams,8.2122,2.3493,5.8629,8.7797,2.3661,6.4137,8.1694,2.2662,5.9032,7.6309,1.4433,6.1876,7.6345,0.974,6.6605,6.9272,0.7662,6.161,5.8612,0.5081,5.3531,6.516,0.8413,5.6747,5.9217,0.8436,5.0781,5.8881,0.7643,5.1238,3.3547,0.4189,2.9358,5.1373,0.8393,4.298
241,E07000140,South Holland,11.0349,2.0514,8.9835,12.179,2.1411,10.0379,11.9173,2.0851,9.8321,10.2538,1.0366,9.2172,9.6913,0.5322,9.1592,9.0327,0.4662,8.5665,9.3682,0.4758,8.8923,9.6668,0.5193,9.1475,6.9139,0.5358,6.3782,6.6324,0.4202,6.2122,7.2511,0.4511,6.8,7.1057,0.594,6.5118
242,E07000141,South Kesteven,11.1642,2.0605,9.1036,11.9737,2.1427,9.8311,11.7868,2.0914,9.6955,9.9816,1.0294,8.9522,9.83,0.5382,9.2918,9.2763,0.4643,8.8119,9.2777,0.453,8.8247,9.8036,0.5195,9.2841,6.723,0.5238,6.1992,6.9166,0.4076,6.509,7.343,0.4538,6.8892,7.1311,0.5687,6.5624
243,E07000031,South Lakeland,7.342,1.9737,5.3683,8.3316,2.0396,6.292,8.1629,1.9544,6.2085,7.3615,1.0177,6.3438,5.8082,0.3729,5.4353,5.6764,0.3592,5.3172,5.8156,0.2833,5.5323,5.2161,0.2978,4.9184,4.6697,0.518,4.1518,4.8676,0.4005,4.4671,5.1526,0.362,4.7907,,,
244,E07000149,South Norfolk,10.6149,2.0495,8.5653,11.704,2.1433,9.5607,11.6839,2.1286,9.5553,9.5452,1.0607,8.4844,9.938,0.5369,9.4011,9.2829,0.5432,8.7397,9.5959,0.4974,9.0985,9.6462,0.5217,9.1245,7.4355,0.5556,6.8799,6.3006,0.4233,5.8773,7.0154,0.4681,6.5473,6.896,0.6197,6.2764
245,,South Northamptonshire,10.8955,2.0916,8.8039,11.2985,2.0947,9.2038,10.9335,2.0592,8.8743,9.4211,1.0646,8.3565,9.8542,0.5423,9.3119,9.545,0.5034,9.0416,9.4674,0.4614,9.006,9.7172,0.5585,9.1587,7.1098,0.6086,6.5012,,,,,,,,,
246,E07000179,South Oxfordshire,11.074,2.1228,8.9512,11.3878,2.128,9.2598,10.8897,2.1167,8.773,9.1144,1.1509,7.9635,10.3449,0.544,9.801,9.9438,0.5453,9.3985,9.9215,0.4813,9.4402,9.4239,0.5685,8.8554,7.6475,0.6807,6.9668,7.1485,0.4701,6.6784,7.7838,0.5581,7.2257,6.5607,0.5613,5.9994
247,E07000126,South Ribble,9.4897,2.074,7.4157,9.8964,2.0797,7.8167,9.6939,2.0244,7.6695,7.6209,1.0765,6.5445,8.1568,0.449,7.7078,7.2838,0.3572,6.9266,7.6678,0.327,7.3409,7.596,0.408,7.188,6.2477,0.5679,5.6798,6.2451,0.4563,5.7888,6.3439,0.4042,5.9397,6.0943,0.5651,5.5292
249,E07000189,South Somerset,9.6097,2.1593,7.4504,10.2899,2.1905,8.0994,9.8868,2.2197,7.6672,8.8532,1.2708,7.5824,9.2037,0.7207,8.483,8.3503,0.5444,7.8059,7.9176,0.5146,7.403,7.7913,0.6079,7.1834,6.8731,0.7733,6.0999,6.8996,0.5798,6.3198,6.057,0.4876,5.5694,,,
250,E07000196,South Staffordshire,10.5738,2.059,8.5148,11.0654,2.0941,8.9713,10.8522,2.0687,8.7834,9.3499,1.0777,8.2722,9.5477,0.5089,9.0388,8.3368,0.441,7.8957,8.4542,0.4155,8.0386,9.4686,0.5402,8.9284,6.5371,0.5476,5.9895,6.831,0.4448,6.3862,7.0147,0.4868,6.5279,6.3887,0.5295,5.8592
251,E08000023,South Tyneside,9.6209,1.894,7.7269,9.7749,2.0125,7.7624,9.8779,1.9494,7.9285,7.2727,0.9024,6.3704,6.9453,0.3991,6.5462,7.0956,0.3991,6.6965,7.0342,0.3187,6.7155,6.6659,0.3392,6.3268,5.5779,0.4684,5.1095,7.2238,0.3357,6.8881,8.2461,0.3601,7.886,6.7137,0.4339,6.2797
